"","Hazard","T1_V1","T1_V2","T1_V3","T1_V4","T1_V5","T1_V6","T1_V9","T1_V10","T1_V11","T1_V13","T1_V14","T1_V16","T1_V17","T2_V1","T2_V2","T2_V3","T2_V4","T2_V5","T2_V6","T2_V7","T2_V9","T2_V10","T2_V11","T2_V12","T2_V13","T2_V14","T2_V15"
"12032",2,11,12,1,"W","C","N","D",12,"L",15,1,"I","Y",58,15,"Y",4,"C",2,31,20,2,"Y","Y","C",4,2
"12034",4,1,18,3,"N","A","Y","B",3,"L",10,1,"H","N",54,16,"N",8,"B",2,37,24,5,"Y","N","E",2,1
"12035",11,7,17,4,"B","I","N","E",7,"J",15,1,"K","N",80,8,"N",14,"A",2,28,15,6,"Y","N","E",2,10
"12036",2,17,12,3,"B","A","Y","D",8,"B",20,1,"B","N",63,7,"Y",4,"B",1,40,21,6,"N","N","C",1,1
"12037",2,13,12,1,"N","K","Y","E",8,"H",10,1,"K","N",33,27,"N",18,"A",2,40,3,4,"Y","N","E",2,12
"12038",2,8,23,5,"N","K","N","E",3,"H",15,1,"R","Y",64,19,"Y",16,"C",4,31,12,4,"Y","Y","E",5,5
"12039",4,13,12,3,"N","C","N","D",3,"L",20,1,"I","N",53,12,"N",14,"B",2,40,2,6,"N","N","E",2,1
"12040",1,5,18,1,"B","A","Y","D",7,"B",10,1,"I","Y",49,8,"N",10,"A",2,28,2,5,"Y","Y","C",2,9
"12041",1,15,11,2,"N","H","N","D",12,"B",20,2,"B","N",20,11,"N",5,"B",2,34,9,3,"Y","N","C",2,1
"12043",3,19,21,1,"W","C","Y","D",12,"B",20,1,"E","N",51,22,"N",6,"A",2,31,16,7,"Y","N","E",3,1
"12044",1,7,8,2,"B","A","Y","D",8,"B",20,3,"B","Y",91,9,"N",14,"A",2,40,17,2,"Y","Y","E",4,6
"12046",1,14,17,5,"W","I","Y","E",3,"H",15,1,"M","N",95,15,"N",21,"A",2,40,20,4,"Y","N","E",2,6
"12047",1,19,15,2,"W","A","N","D",8,"B",15,1,"B","N",12,10,"Y",10,"A",2,40,20,2,"N","N","A",2,3
"12048",1,13,13,4,"N","K","N","E",3,"H",10,1,"K","N",92,11,"N",8,"A",1,31,9,6,"N","N","A",1,3
"12049",1,3,2,1,"B","H","N","D",7,"B",15,3,"E","N",74,13,"N",9,"B",1,28,17,2,"N","N","A",1,1
"12050",8,18,19,2,"H","K","Y","E",3,"H",10,2,"J","N",43,11,"Y",10,"C",1,22,7,7,"Y","N","E",1,1
"12051",2,8,7,5,"B","C","Y","D",8,"B",20,1,"A","N",29,14,"Y",7,"B",4,37,1,3,"N","N","A",6,2
"12052",5,5,18,7,"B","H","N","E",7,"H",10,1,"Q","N",50,9,"Y",22,"A",2,37,4,2,"Y","N","E",2,12
"12053",6,16,18,4,"B","B","Y","B",12,"B",15,1,"B","N",35,13,"N",2,"B",2,40,14,2,"N","N","A",2,1
"12054",7,10,13,2,"G","H","N","B",3,"L",10,1,"I","N",98,20,"N",15,"A",2,37,16,3,"Y","N","E",2,9
"12055",1,9,12,1,"C","K","N","E",8,"J",10,1,"R","Y",45,15,"Y",5,"C",2,37,7,5,"Y","Y","E",2,1
"12056",2,1,17,2,"B","H","Y","E",8,"H",15,1,"J","N",26,22,"N",21,"B",4,34,21,3,"N","N","E",3,1
"12057",4,2,7,5,"C","H","N","E",12,"J",15,3,"R","Y",87,10,"N",12,"B",2,37,3,4,"Y","Y","E",4,1
"12058",1,13,22,1,"E","H","Y","D",8,"L",20,3,"A","N",63,12,"Y",19,"A",3,25,12,6,"Y","N","C",3,11
"12059",5,6,8,2,"B","I","N","E",8,"H",20,3,"L","N",55,9,"N",13,"A",3,34,16,2,"Y","N","E",3,6
"12060",12,5,18,4,"C","K","N","E",12,"H",10,1,"K","Y",99,8,"N",16,"A",2,40,17,6,"Y","Y","E",2,5
"12061",4,19,13,2,"N","K","N","F",2,"I",5,1,"J","N",54,10,"N",14,"A",1,40,12,2,"Y","N","C",1,9
"12063",1,17,17,3,"E","K","Y","F",8,"J",10,1,"L","Y",93,31,"N",21,"A",2,40,20,5,"Y","Y","E",2,12
"12064",1,9,5,4,"N","C","Y","D",7,"B",10,3,"B","Y",59,10,"N",6,"C",2,31,1,3,"Y","Y","E",4,3
"12066",1,7,19,4,"N","A","N","D",8,"B",15,1,"D","N",82,6,"N",4,"B",2,31,16,4,"N","N","C",3,1
"12067",1,16,16,6,"B","A","Y","D",7,"B",15,1,"A","N",37,9,"N",10,"A",1,31,11,5,"N","N","A",1,4
"12068",8,3,13,1,"N","K","N","E",2,"H",10,1,"K","N",30,7,"Y",8,"A",2,28,20,7,"N","N","A",4,1
"12069",5,9,7,4,"N","H","Y","D",3,"B",20,2,"I","N",64,15,"N",3,"B",1,25,4,1,"N","N","A",1,1
"12070",1,8,12,5,"N","H","Y","D",3,"B",10,1,"B","N",53,14,"Y",15,"A",4,40,25,7,"Y","N","E",4,9
"12074",2,6,9,6,"B","K","N","E",12,"H",20,3,"R","N",70,18,"N",5,"A",2,40,1,7,"Y","N","E",2,1
"12075",1,14,19,1,"B","H","N","D",7,"B",15,3,"I","N",82,10,"N",18,"A",1,40,8,4,"Y","N","C",1,5
"12076",28,8,16,1,"N","K","N","E",12,"J",10,2,"K","N",97,16,"Y",7,"A",2,31,16,4,"Y","N","C",4,2
"12077",4,2,5,4,"C","K","N","E",3,"J",5,1,"R","Y",82,11,"Y",9,"C",2,34,18,4,"Y","Y","E",2,1
"12078",6,7,17,1,"N","H","Y","E",12,"H",15,3,"P","N",43,8,"N",8,"B",2,25,11,4,"Y","N","D",2,1
"12079",1,6,18,1,"B","I","Y","E",12,"J",15,1,"K","N",93,8,"N",20,"A",1,31,16,2,"Y","N","E",1,10
"12080",16,4,5,1,"N","K","N","E",8,"H",10,3,"R","N",66,8,"Y",10,"A",3,37,16,4,"Y","N","E",5,4
"12081",11,3,11,3,"N","K","N","E",7,"H",20,1,"K","N",42,9,"Y",9,"A",2,37,22,6,"Y","N","E",2,3
"12082",1,9,18,4,"B","B","N","D",12,"L",10,1,"B","N",93,12,"Y",22,"A",1,28,14,4,"Y","N","E",1,12
"12083",2,18,16,5,"N","B","Y","B",2,"B",20,1,"E","N",52,8,"N",7,"B",2,31,1,5,"N","N","E",4,1
"12084",8,19,19,1,"B","C","Y","D",7,"B",10,1,"I","N",45,13,"N",9,"A",1,31,2,7,"Y","N","E",1,4
"12085",5,8,6,1,"N","H","N","F",12,"J",15,1,"R","N",64,20,"N",4,"B",2,34,3,2,"N","N","A",2,1
"12086",2,4,8,5,"N","K","N","E",3,"H",10,3,"N","N",72,7,"N",8,"A",2,25,3,5,"Y","N","D",6,6
"12087",2,5,3,2,"B","A","Y","D",2,"E",20,3,"I","N",32,8,"Y",11,"A",2,40,16,7,"Y","N","C",2,3
"12088",4,8,8,6,"N","H","N","D",3,"B",15,3,"C","N",43,12,"N",8,"A",2,31,6,4,"N","N","E",2,1
"12091",9,5,4,2,"S","A","N","D",7,"B",10,3,"B","N",32,8,"N",13,"A",2,31,6,1,"Y","N","E",2,3
"12093",7,14,13,5,"W","A","N","D",3,"B",20,3,"I","N",84,8,"N",21,"A",2,25,1,4,"Y","N","E",2,10
"12095",9,12,23,4,"B","C","Y","D",3,"L",15,1,"I","Y",62,11,"N",3,"A",5,31,16,3,"Y","Y","E",7,2
"12097",8,19,18,3,"N","H","N","E",12,"H",20,2,"K","N",21,12,"N",7,"B",2,31,1,7,"N","N","E",3,1
"12100",1,14,16,8,"N","K","N","E",8,"H",10,1,"K","N",98,19,"N",16,"A",2,40,13,4,"Y","N","E",2,10
"12101",3,7,3,2,"B","H","N","E",8,"H",10,1,"R","N",17,7,"Y",2,"B",2,40,9,3,"Y","N","C",2,1
"12102",1,12,6,4,"C","A","N","D",3,"B",10,1,"I","Y",46,17,"Y",13,"C",3,31,16,2,"Y","Y","C",3,2
"12103",1,12,21,2,"B","I","Y","E",3,"H",10,2,"R","N",94,15,"N",21,"A",1,40,22,7,"Y","N","E",1,12
"12104",3,7,18,2,"B","I","Y","E",3,"H",15,3,"K","N",27,7,"Y",22,"A",1,37,12,7,"Y","N","E",1,11
"12105",4,4,7,5,"N","A","N","D",12,"B",15,1,"I","Y",92,9,"N",9,"A",1,31,8,4,"Y","Y","E",2,2
"12106",4,5,14,5,"S","A","Y","B",3,"B",20,3,"B","N",67,9,"N",14,"C",2,40,8,5,"Y","N","D",2,1
"12107",9,4,6,4,"C","K","N","F",12,"J",20,3,"K","N",92,14,"N",7,"A",2,37,2,7,"Y","N","E",2,3
"12109",1,6,18,2,"E","B","Y","D",12,"B",15,3,"B","N",75,13,"Y",17,"A",2,28,12,4,"Y","N","C",2,4
"12110",1,6,15,3,"C","K","Y","E",8,"H",20,1,"K","Y",65,5,"N",10,"A",2,25,20,6,"Y","Y","E",2,1
"12111",1,11,7,5,"N","H","Y","E",7,"J",10,1,"R","N",40,19,"Y",6,"B",7,40,15,4,"N","N","E",7,1
"12112",1,2,7,2,"C","A","N","D",7,"B",10,2,"B","N",52,12,"N",9,"A",1,34,24,6,"Y","N","E",3,8
"12113",1,7,4,3,"B","A","Y","D",12,"B",20,2,"B","N",58,9,"N",5,"A",2,28,10,1,"Y","N","C",5,4
"12114",2,5,16,3,"B","A","Y","D",8,"B",10,2,"I","N",46,8,"N",7,"A",3,40,18,4,"Y","N","E",3,4
"12116",1,8,5,3,"E","H","N","D",12,"B",5,1,"B","N",72,13,"N",13,"A",1,34,2,5,"Y","N","E",1,2
"12117",1,13,20,4,"W","I","N","E",7,"H",20,1,"R","N",47,11,"N",16,"A",2,34,1,6,"Y","N","E",2,11
"12118",4,5,7,2,"B","A","N","D",8,"B",20,1,"B","Y",65,6,"N",6,"C",3,40,12,7,"Y","Y","E",3,1
"12119",4,7,17,2,"E","A","N","D",12,"B",5,2,"B","Y",87,12,"Y",20,"A",2,25,16,1,"Y","Y","E",2,10
"12120",3,5,15,1,"C","H","Y","E",3,"H",15,1,"R","N",42,8,"N",8,"E",2,37,1,3,"N","N","B",5,1
"12121",5,10,6,4,"N","C","N","B",3,"L",20,1,"F","N",52,12,"Y",3,"B",2,37,18,5,"Y","N","E",2,1
"12122",2,17,17,6,"W","I","N","E",3,"H",20,1,"R","N",88,8,"Y",13,"A",3,34,7,7,"N","N","A",3,9
"12123",1,5,17,1,"S","A","N","D",8,"B",15,3,"I","N",98,6,"Y",14,"A",2,34,5,7,"Y","N","E",2,1
"12124",7,5,16,5,"B","K","N","F",8,"J",15,1,"J","Y",60,10,"N",11,"C",2,28,25,6,"Y","Y","D",3,10
"12125",4,7,17,5,"B","I","N","E",8,"H",20,3,"R","N",62,8,"N",8,"A",1,40,25,2,"Y","N","E",5,1
"12126",4,10,19,4,"N","K","N","E",3,"H",15,1,"R","N",25,17,"N",9,"A",3,31,21,7,"Y","N","E",3,1
"12127",3,9,17,4,"N","K","N","E",8,"J",10,1,"J","N",24,8,"Y",19,"A",2,34,8,2,"N","N","A",4,12
"12128",2,16,8,6,"N","K","Y","F",12,"J",20,1,"K","N",54,8,"N",11,"A",3,34,17,2,"Y","N","E",3,1
"12129",1,5,16,2,"E","A","N","D",12,"A",20,1,"H","N",47,7,"Y",3,"B",2,34,12,7,"Y","N","E",2,1
"12133",1,12,9,6,"B","C","Y","D",3,"L",20,1,"A","N",62,17,"N",11,"A",2,34,20,7,"Y","N","D",2,7
"12135",7,16,3,2,"B","K","N","E",8,"H",20,1,"K","Y",91,11,"Y",14,"A",1,31,5,2,"Y","Y","E",1,6
"12136",1,7,10,7,"B","H","Y","E",7,"J",15,1,"R","N",24,8,"Y",8,"B",2,22,21,7,"Y","N","D",2,1
"12137",1,8,8,1,"B","C","Y","D",12,"B",15,3,"B","N",86,13,"N",9,"A",2,40,11,7,"Y","N","E",6,6
"12138",4,13,20,5,"B","I","Y","E",2,"J",20,3,"N","N",98,31,"N",14,"A",3,31,14,3,"Y","N","C",3,7
"12139",8,16,18,4,"B","H","Y","E",3,"H",10,1,"N","N",88,8,"N",14,"B",2,34,2,7,"Y","N","E",2,1
"12140",4,5,3,2,"C","A","Y","D",3,"B",15,1,"I","Y",91,7,"N",8,"B",2,22,8,4,"Y","Y","C",4,1
"12142",1,2,7,2,"C","A","Y","D",12,"B",15,2,"C","N",44,12,"N",17,"A",1,31,22,7,"Y","N","E",5,5
"12143",1,15,3,2,"B","A","N","D",8,"B",15,1,"E","N",40,10,"Y",2,"B",2,25,6,4,"N","N","D",2,1
"12144",7,19,13,2,"W","H","N","F",2,"J",15,1,"K","N",88,9,"N",1,"B",1,40,3,1,"Y","N","C",1,1
"12145",13,5,10,1,"E","K","N","G",3,"H",20,1,"N","Y",79,8,"N",13,"A",2,40,13,7,"N","Y","D",5,1
"12146",1,16,18,8,"E","K","Y","E",7,"H",15,1,"K","N",58,9,"Y",15,"A",2,34,8,3,"N","N","A",2,12
"12147",1,5,6,4,"C","H","Y","E",3,"J",20,3,"L","N",35,8,"N",3,"B",2,25,8,2,"N","N","A",2,1
"12148",2,8,7,3,"G","H","Y","B",8,"L",10,2,"F","N",82,17,"N",15,"A",2,31,10,3,"Y","N","E",2,5
"12149",1,9,19,6,"E","H","Y","D",3,"B",5,2,"D","N",70,17,"Y",5,"B",2,22,11,6,"N","N","A",3,1
"12150",5,17,17,2,"N","K","Y","E",3,"H",15,3,"K","N",86,8,"N",18,"A",2,37,4,2,"Y","N","C",2,10
"12151",4,1,12,1,"C","K","Y","E",3,"H",20,3,"K","N",39,15,"N",13,"A",2,28,21,7,"Y","N","D",2,4
"12152",1,9,2,1,"N","C","N","D",2,"L",10,1,"E","N",26,12,"N",5,"A",3,40,7,4,"Y","N","C",3,1
"12154",17,10,18,7,"N","K","Y","E",12,"J",20,1,"J","N",32,13,"N",9,"A",3,40,9,4,"Y","N","E",3,8
"12155",4,12,1,1,"N","H","N","E",3,"J",10,1,"K","N",28,10,"N",4,"B",1,22,4,5,"N","N","A",3,1
"12156",2,8,17,1,"B","I","N","E",8,"I",15,3,"R","N",70,13,"N",13,"A",3,40,2,7,"Y","N","E",3,9
"12158",7,8,5,4,"N","H","Y","D",12,"B",15,1,"B","N",75,10,"N",6,"A",2,25,18,3,"Y","N","E",3,1
"12160",10,7,15,6,"N","D","N","D",3,"B",10,1,"I","N",86,10,"N",16,"A",1,40,21,7,"Y","N","C",1,4
"12163",4,11,19,4,"N","H","Y","E",2,"J",20,1,"K","N",38,14,"Y",6,"B",2,37,17,7,"N","N","A",2,1
"12164",1,6,8,4,"B","A","N","D",3,"B",10,3,"B","N",59,9,"N",11,"A",2,25,5,3,"Y","N","D",3,6
"12165",1,7,13,1,"N","B","N","D",12,"B",10,1,"G","N",87,7,"N",19,"A",1,37,14,7,"Y","N","D",1,3
"12167",10,12,21,2,"N","C","Y","D",7,"L",10,1,"A","N",95,7,"N",22,"A",1,25,7,4,"Y","N","E",1,12
"12168",1,18,11,5,"N","A","N","D",3,"B",10,1,"A","Y",84,8,"Y",4,"C",2,34,22,6,"Y","Y","E",2,3
"12169",1,15,2,1,"N","K","N","E",8,"H",10,2,"R","N",9,12,"Y",9,"A",1,37,3,7,"Y","N","D",4,2
"12170",4,12,13,5,"N","A","Y","D",12,"L",10,1,"I","N",25,10,"N",18,"A",1,31,18,1,"N","N","A",1,3
"12171",5,6,8,3,"S","I","Y","E",3,"H",10,3,"J","N",84,10,"N",10,"A",2,40,18,7,"Y","N","E",2,4
"12172",2,14,13,6,"N","H","N","D",8,"L",10,3,"D","N",93,23,"N",14,"A",2,25,6,6,"Y","N","C",2,10
"12173",4,16,2,1,"N","H","N","D",12,"B",20,1,"A","N",42,10,"Y",4,"A",2,22,15,6,"N","N","A",4,2
"12174",2,8,10,2,"B","H","Y","D",7,"L",15,3,"E","N",81,17,"Y",15,"A",3,28,4,7,"Y","N","E",3,11
"12175",4,3,7,5,"N","C","Y","D",2,"A",15,2,"B","N",56,11,"Y",4,"B",2,37,7,7,"Y","N","C",2,1
"12176",4,13,24,5,"N","H","N","D",8,"L",15,1,"I","N",69,23,"Y",7,"B",2,37,18,6,"N","N","A",2,1
"12177",1,6,19,2,"N","K","N","E",12,"J",5,1,"M","N",48,8,"N",10,"A",3,22,25,3,"Y","N","D",3,1
"12178",4,12,2,1,"N","C","N","D",3,"A",10,1,"A","N",11,11,"N",3,"B",3,25,1,7,"N","N","A",3,1
"12179",5,15,10,6,"E","K","N","E",3,"J",20,1,"M","N",48,16,"N",11,"A",1,31,9,3,"Y","N","D",1,2
"12183",5,10,2,1,"N","A","N","D",12,"L",10,1,"I","N",36,8,"N",4,"B",1,25,5,7,"Y","N","D",1,1
"12186",1,2,19,1,"C","A","Y","B",3,"F",10,3,"A","N",57,18,"N",5,"A",2,40,24,1,"Y","N","E",1,1
"12187",11,18,7,5,"G","B","N","D",12,"B",15,1,"D","N",93,10,"N",5,"A",2,40,20,5,"N","N","A",4,4
"12189",46,12,22,1,"N","K","Y","E",8,"H",15,1,"K","N",43,13,"Y",16,"A",1,31,11,3,"Y","N","D",1,4
"12190",2,9,20,1,"B","K","N","E",12,"H",15,1,"N","N",94,12,"N",21,"C",3,34,15,4,"Y","N","E",5,1
"12191",5,14,20,5,"N","K","N","E",8,"J",15,1,"R","N",59,22,"N",8,"A",2,34,6,3,"Y","N","E",2,2
"12192",2,13,8,6,"N","C","N","D",3,"B",10,2,"I","N",52,11,"N",6,"B",1,25,19,5,"Y","N","E",1,1
"12193",5,8,18,5,"N","A","Y","D",12,"B",10,1,"A","Y",69,12,"N",18,"C",2,40,13,1,"Y","Y","E",2,1
"12194",1,10,12,2,"G","K","N","E",8,"H",10,1,"R","N",88,13,"Y",16,"A",1,25,18,4,"Y","N","E",1,3
"12195",4,9,23,6,"N","C","Y","D",3,"L",5,1,"E","N",54,16,"N",4,"B",1,40,13,6,"N","N","A",1,1
"12196",4,17,4,3,"N","K","N","E",12,"M",10,3,"R","N",52,8,"N",10,"A",2,22,1,6,"Y","N","E",2,1
"12198",9,15,18,2,"W","H","N","D",3,"B",10,1,"A","N",41,10,"N",12,"A",2,34,21,6,"N","N","A",3,5
"12199",2,17,20,2,"W","I","N","E",2,"H",5,1,"R","N",42,8,"N",19,"A",2,37,8,4,"N","N","A",2,9
"12200",8,4,17,1,"B","K","N","E",12,"H",15,1,"K","Y",71,23,"N",11,"A",2,25,16,6,"Y","Y","E",3,6
"12201",2,7,14,7,"G","A","N","D",3,"L",5,3,"B","N",53,10,"N",5,"A",1,28,8,4,"Y","N","E",1,1
"12203",6,15,17,5,"W","H","Y","E",12,"M",15,1,"M","N",43,17,"N",13,"B",2,25,2,1,"Y","N","E",2,1
"12204",1,14,22,2,"B","H","Y","D",12,"B",15,1,"I","N",83,16,"N",10,"A",1,28,5,6,"Y","N","E",1,1
"12205",1,9,2,1,"N","K","N","E",12,"H",10,1,"O","N",74,11,"N",6,"A",3,34,17,7,"Y","N","C",4,2
"12206",7,14,10,3,"E","K","Y","E",8,"J",5,2,"K","N",85,13,"Y",2,"A",2,25,3,7,"Y","N","E",2,1
"12207",1,19,4,2,"N","C","Y","D",7,"L",20,1,"I","Y",78,20,"Y",17,"A",4,31,9,5,"N","Y","E",6,12
"12208",5,11,8,5,"N","K","Y","E",3,"J",20,1,"R","Y",59,13,"Y",13,"A",2,40,3,3,"Y","Y","D",4,5
"12209",5,18,18,2,"B","I","N","F",8,"H",15,3,"K","Y",68,18,"N",7,"A",3,25,3,6,"Y","Y","E",3,2
"12210",1,7,15,3,"B","K","N","F",3,"H",20,1,"K","N",57,8,"N",11,"A",2,28,18,3,"Y","N","E",2,2
"12211",1,2,7,4,"C","A","N","B",8,"B",15,3,"B","N",52,17,"N",17,"D",2,40,24,6,"Y","N","E",2,7
"12212",5,14,4,3,"E","C","N","D",8,"B",20,1,"I","N",32,26,"Y",10,"A",2,25,18,3,"N","N","A",4,2
"12214",5,1,13,2,"N","A","N","D",3,"B",10,2,"C","N",33,10,"N",9,"B",2,34,21,6,"N","N","E",2,10
"12216",1,9,19,1,"B","H","Y","D",12,"B",20,1,"B","N",85,13,"N",7,"C",6,37,9,6,"Y","N","C",7,1
"12217",5,3,18,2,"S","H","N","D",3,"L",20,1,"I","N",71,12,"Y",15,"A",1,37,20,3,"Y","N","C",1,10
"12218",2,10,20,2,"N","C","N","D",12,"L",20,1,"E","N",25,24,"N",15,"A",2,37,22,3,"Y","N","E",2,1
"12219",7,15,17,5,"N","K","N","E",8,"H",10,1,"R","N",39,13,"Y",5,"A",1,31,17,6,"Y","N","E",1,2
"12220",1,12,20,4,"W","H","N","E",2,"J",20,1,"N","N",61,15,"Y",8,"B",1,40,11,3,"N","N","A",1,1
"12221",2,12,18,2,"N","B","N","D",3,"L",15,1,"A","Y",80,15,"Y",13,"A",2,40,10,3,"Y","Y","E",2,1
"12222",5,3,18,5,"E","K","Y","E",12,"I",5,1,"R","N",26,28,"Y",5,"A",1,28,6,2,"Y","N","E",1,1
"12223",5,6,11,4,"B","A","Y","D",12,"B",20,1,"B","N",57,8,"N",11,"A",2,31,1,5,"Y","N","E",2,3
"12225",2,16,11,2,"N","B","N","D",8,"B",20,3,"B","Y",60,11,"N",5,"C",2,31,20,1,"Y","Y","E",2,3
"12226",1,12,20,5,"C","C","Y","D",12,"L",20,1,"E","Y",72,18,"Y",3,"A",2,37,16,7,"Y","Y","E",2,2
"12227",1,2,1,1,"C","A","Y","B",3,"B",5,1,"B","N",42,10,"Y",2,"B",2,22,10,3,"N","N","A",4,1
"12228",10,10,15,1,"W","K","Y","E",8,"H",10,1,"K","Y",86,12,"N",10,"C",1,37,12,3,"Y","Y","E",2,1
"12229",1,5,7,5,"B","A","Y","B",8,"B",20,2,"B","N",87,10,"N",13,"A",1,31,19,1,"Y","N","E",1,2
"12230",5,18,3,2,"N","A","N","D",12,"B",20,1,"I","N",69,7,"Y",6,"A",2,22,6,6,"Y","N","E",1,1
"12231",5,11,23,6,"H","K","N","E",7,"H",5,1,"K","Y",72,15,"N",5,"A",1,40,24,3,"Y","Y","C",2,3
"12232",5,5,15,1,"N","A","N","D",7,"B",10,3,"A","N",65,6,"N",9,"A",2,37,5,3,"Y","N","D",2,5
"12234",1,3,8,1,"N","H","Y","E",3,"H",15,1,"K","N",44,10,"N",11,"B",2,37,17,3,"N","N","A",2,1
"12235",6,12,6,4,"N","H","N","D",7,"L",15,1,"I","N",43,24,"N",9,"B",2,31,12,1,"N","N","A",2,1
"12236",4,14,19,2,"N","H","N","D",12,"E",15,1,"I","N",68,21,"N",10,"A",1,40,12,4,"Y","N","C",1,3
"12237",4,3,8,6,"C","H","Y","D",12,"D",10,2,"B","N",45,14,"N",8,"A",2,25,18,2,"Y","N","E",2,4
"12238",2,11,2,1,"N","K","Y","E",12,"H",20,3,"R","N",30,16,"Y",6,"A",2,34,16,4,"Y","N","C",3,1
"12239",1,14,1,1,"B","H","N","B",3,"B",10,1,"G","N",82,18,"N",6,"B",2,40,5,7,"Y","N","E",2,1
"12240",1,16,5,3,"N","A","Y","D",8,"B",15,3,"B","N",48,8,"Y",10,"A",2,28,14,7,"Y","N","C",2,4
"12241",7,7,19,2,"H","H","Y","E",12,"H",10,1,"R","N",36,6,"N",3,"B",2,40,6,7,"Y","N","D",2,1
"12243",4,18,9,1,"N","A","Y","D",2,"B",15,3,"B","N",13,6,"N",4,"B",1,31,4,4,"Y","N","E",1,1
"12244",1,12,21,3,"B","K","N","E",8,"J",20,1,"K","N",94,20,"Y",16,"C",1,40,18,6,"Y","N","E",1,1
"12245",2,7,15,3,"B","K","Y","E",12,"J",5,3,"R","N",87,10,"N",9,"A",3,31,20,2,"Y","N","E",5,2
"12246",2,6,13,1,"B","A","N","D",3,"B",20,3,"B","Y",78,7,"Y",13,"A",2,31,1,5,"Y","Y","E",2,9
"12247",5,9,19,6,"N","K","N","E",12,"K",20,1,"N","N",93,11,"N",11,"A",2,40,11,4,"Y","N","E",2,6
"12249",7,2,15,4,"C","A","Y","D",8,"B",20,2,"B","N",45,15,"N",12,"A",1,40,22,4,"Y","N","E",4,8
"12250",1,3,17,2,"N","B","Y","D",2,"B",20,1,"D","N",68,13,"N",5,"A",1,22,13,5,"Y","N","D",1,3
"12251",12,10,13,7,"N","C","Y","D",2,"L",10,1,"I","Y",66,9,"Y",6,"C",2,37,16,3,"Y","Y","E",5,1
"12253",4,10,20,2,"N","K","N","E",12,"H",5,1,"K","Y",99,13,"Y",15,"A",1,37,19,4,"Y","Y","E",1,5
"12254",3,6,7,2,"W","I","N","E",3,"I",15,1,"J","N",100,7,"N",22,"A",1,37,18,4,"Y","N","D",1,11
"12255",1,14,12,1,"N","K","Y","E",8,"N",10,3,"K","N",82,9,"N",9,"A",2,37,12,3,"Y","N","C",3,6
"12256",1,15,21,5,"E","K","N","E",3,"N",15,1,"J","N",37,18,"N",4,"A",2,37,17,6,"N","N","A",2,3
"12257",34,12,10,5,"N","H","Y","E",8,"J",20,1,"K","N",42,12,"N",11,"B",2,22,3,4,"N","N","E",2,1
"12258",4,6,12,1,"B","K","Y","F",12,"H",20,3,"R","Y",81,8,"Y",9,"A",3,31,25,7,"Y","Y","E",3,1
"12259",2,5,14,5,"B","A","Y","D",7,"B",10,3,"B","N",53,7,"N",15,"A",1,31,5,3,"Y","N","E",1,5
"12261",6,2,19,3,"N","A","Y","D",2,"L",15,1,"A","N",31,16,"N",4,"B",1,25,5,3,"Y","N","E",1,1
"12263",4,12,20,2,"N","A","N","D",12,"L",10,3,"I","N",35,17,"Y",11,"A",2,40,18,2,"Y","N","E",2,1
"12264",2,7,15,1,"E","K","N","E",3,"J",10,1,"K","Y",88,10,"N",17,"A",2,28,17,3,"Y","Y","E",4,7
"12265",1,14,14,3,"B","A","N","D",3,"B",20,2,"I","N",66,8,"N",6,"A",2,37,21,6,"N","N","A",4,3
"12266",17,15,22,1,"N","K","N","E",12,"J",15,1,"L","N",63,13,"N",11,"A",1,37,1,4,"Y","N","E",1,5
"12267",5,10,21,6,"N","C","N","D",8,"L",5,2,"A","N",38,15,"Y",5,"A",2,31,19,6,"Y","N","D",2,3
"12268",1,11,18,1,"N","C","Y","D",8,"L",10,1,"E","N",45,14,"N",6,"A",1,34,18,4,"N","N","A",1,2
"12269",2,12,10,4,"N","H","N","D",3,"L",10,1,"B","N",78,16,"Y",13,"B",2,40,6,4,"Y","N","E",2,1
"12270",4,14,22,4,"N","C","N","D",8,"L",20,1,"I","N",54,21,"N",14,"A",3,22,7,7,"Y","N","E",3,9
"12271",4,7,15,4,"B","H","N","E",8,"J",10,2,"K","N",93,10,"N",21,"E",1,40,1,7,"N","N","B",1,8
"12272",1,2,5,3,"C","K","N","E",8,"H",10,2,"R","N",54,11,"N",9,"A",2,34,24,4,"Y","N","E",2,6
"12273",5,12,20,4,"N","H","N","E",8,"H",5,1,"N","N",40,19,"N",8,"B",2,40,11,5,"N","N","A",3,1
"12274",1,18,1,1,"N","K","Y","E",3,"J",20,2,"N","N",87,6,"N",10,"A",1,25,5,5,"Y","N","E",1,1
"12275",1,8,5,3,"N","C","N","D",8,"B",10,1,"I","N",39,10,"Y",5,"A",2,37,21,6,"Y","N","C",5,2
"12276",1,2,5,3,"C","A","Y","B",8,"B",20,1,"B","N",50,17,"N",10,"A",2,31,23,5,"Y","N","E",3,7
"12277",1,15,12,3,"E","C","N","D",12,"B",20,3,"I","Y",75,18,"N",21,"A",2,22,11,1,"Y","N","E",2,3
"12278",1,7,3,1,"S","A","N","D",12,"B",15,2,"B","N",49,6,"Y",10,"A",2,28,15,3,"Y","N","E",2,5
"12279",4,19,3,2,"N","H","N","D",8,"B",15,1,"E","N",21,14,"N",14,"A",1,34,18,4,"Y","N","E",1,2
